,TIPO DE CARTÃO,ENTIDADE VINCULADA,UNIDADE GESTORA,NOME PORTADOR,DATA TRANSAÇÃO,MES,ANO,VALOR
198,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,31/01/2020,3,2020,157.33
199,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,21/10/2020,11,2020,157.82
200,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,17/03/2020,4,2020,158.5
201,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,19/03/2020,4,2020,159.02
202,Cartão de Pagamento do Governo Federal - CPGF,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NILO DA LUZ GUTEMBERG,20/02/2020,3,2020,160.0
203,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,07/08/2020,9,2020,160.21
204,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,19/10/2020,11,2020,160.21
205,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LUIS CARLOS MACHADO DA SILVA,11/02/2020,3,2020,160.43
206,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,13/10/2020,11,2020,160.74
207,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,02/07/2020,8,2020,161.11
208,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,EDUARDO MAXIMIANO SACILLOTTO FILHO,21/08/2020,9,2020,162.07
209,Cartão de Pagamento do Governo Federal - CPGF,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NILO DA LUZ GUTEMBERG,14/07/2020,8,2020,163.0
210,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,08/02/2020,3,2020,163.12
211,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,21/03/2020,4,2020,163.76
212,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LUIS CARLOS MACHADO DA SILVA,18/09/2020,10,2020,164.89
213,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,30/03/2020,5,2020,165.02
214,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,11/08/2020,9,2020,165.07
215,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,15/07/2020,8,2020,165.31
216,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LUIS CARLOS MACHADO DA SILVA,27/08/2020,10,2020,165.32
217,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,16/06/2020,7,2020,166.62
218,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,GIOVANE GOMES DA SILVA,15/01/2020,2,2020,166.9
219,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,03/08/2020,9,2020,167.01
220,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,16/04/2020,5,2020,167.08
221,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,26/05/2020,6,2020,167.43
222,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,30/07/2020,9,2020,167.46
223,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,11/03/2020,4,2020,167.78
224,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,16/06/2020,7,2020,167.92
225,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,09/08/2020,9,2020,168.02
226,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,30/06/2020,8,2020,168.44
227,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,03/05/2020,6,2020,168.63
228,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,06/11/2020,12,2020,168.95
229,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,05/07/2020,8,2020,169.0
230,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,EDUARDO MAXIMIANO SACILLOTTO FILHO,12/10/2020,11,2020,169.36
231,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,IZAIAS RODRIGUES PENHA,15/08/2020,9,2020,169.66
232,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,03/06/2020,7,2020,170.27
233,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,14/10/2020,11,2020,170.86
234,Cartão de Pagamento do Governo Federal - CPGF,20116 - Fundo de Imprensa Nacional,110245 - FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.,WALDEVAN BATISTA DE LIMA,28/04/2020,6,2020,171.0
235,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,24/03/2020,4,2020,172.09
236,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,15/07/2020,8,2020,172.13
237,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,01/09/2020,10,2020,173.38
238,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,15/12/2019,1,2020,173.51
239,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,02/06/2020,7,2020,173.89
240,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,28/06/2020,8,2020,174.0
241,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,21/06/2020,7,2020,174.13
242,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LUIS CARLOS MACHADO DA SILVA,25/10/2020,11,2020,174.13
243,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,15/06/2020,7,2020,174.28
244,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,23/05/2020,6,2020,175.21
245,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,10/10/2020,11,2020,175.98
246,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,EDUARDO MAXIMIANO SACILLOTTO FILHO,07/03/2020,4,2020,176.12
247,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,EDUARDO MAXIMIANO SACILLOTTO FILHO,11/08/2020,9,2020,176.87
248,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,29/03/2020,5,2020,177.0
249,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,31/03/2020,5,2020,177.03
250,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,12/06/2020,7,2020,177.4
251,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,14/03/2020,4,2020,178.28
252,Cartão de Pagamento do Governo Federal - CPGF,20116 - Fundo de Imprensa Nacional,110245 - FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.,WALDEVAN BATISTA DE LIMA,16/03/2020,4,2020,180.0
253,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,06/10/2020,11,2020,180.0
254,Cartão de Pagamento do Governo Federal - CPGF,20116 - Fundo de Imprensa Nacional,110245 - FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.,WALDEVAN BATISTA DE LIMA,09/04/2020,5,2020,180.0
255,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,28/10/2020,12,2020,180.05
256,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,30/03/2020,5,2020,180.86
257,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,17/02/2020,3,2020,180.9
258,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,16/12/2019,1,2020,181.76
259,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,31/03/2020,5,2020,182.01
260,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,GIOVANE GOMES DA SILVA,25/02/2020,4,2020,183.58
261,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,18/07/2020,8,2020,183.76
262,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,18/07/2020,8,2020,184.05
263,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,27/02/2020,4,2020,184.14
264,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,24/08/2020,9,2020,184.17
265,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,25/06/2020,7,2020,184.33
266,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LUIS CARLOS MACHADO DA SILVA,13/09/2020,10,2020,184.63
267,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,02/09/2020,10,2020,184.71
268,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,27/11/2019,1,2020,184.91
269,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,17/12/2019,1,2020,185.04
270,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,02/08/2020,9,2020,185.11
271,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LUIS CARLOS MACHADO DA SILVA,13/08/2020,9,2020,185.36
272,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LUIS CARLOS MACHADO DA SILVA,14/07/2020,8,2020,185.51
273,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,06/05/2020,6,2020,185.7
274,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,27/07/2020,8,2020,185.72
275,Cartão de Pagamento do Governo Federal - CPGF,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NILO DA LUZ GUTEMBERG,12/08/2020,9,2020,186.0
276,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,EDUARDO MAXIMIANO SACILLOTTO FILHO,02/10/2020,11,2020,186.2
277,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LUIS CARLOS MACHADO DA SILVA,08/09/2020,10,2020,186.56
278,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,06/06/2020,7,2020,187.12
279,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,05/09/2020,10,2020,187.16
280,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,06/12/2019,1,2020,188.19
281,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,21/11/2020,12,2020,188.43
282,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,EDUARDO MAXIMIANO SACILLOTTO FILHO,17/12/2019,1,2020,189.06
283,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,03/10/2020,11,2020,189.8
284,Cartão de Pagamento do Governo Federal - CPGF,24208 - Instituto Nacional de Tecnologia da Informação,243001 - INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO ITI,JORGE LUIS RODRIGUES,07/02/2020,3,2020,190.0
285,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,11/10/2020,11,2020,190.47
286,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LUIS CARLOS MACHADO DA SILVA,10/11/2020,12,2020,191.76
287,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,07/07/2020,8,2020,192.71
288,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,22/06/2020,7,2020,192.72
289,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,25/03/2020,4,2020,193.02
290,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,03/11/2020,12,2020,194.14
291,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,23/09/2020,10,2020,195.0
292,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,09/02/2020,3,2020,195.12
293,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,25/07/2020,8,2020,195.46
294,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,30/11/2019,1,2020,195.53
295,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,18/03/2020,4,2020,195.67
296,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,08/02/2020,3,2020,195.71
297,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,30/07/2020,9,2020,196.63
298,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,27/09/2020,10,2020,197.65
299,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,25/04/2020,5,2020,198.55
300,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LUIS CARLOS MACHADO DA SILVA,25/09/2020,10,2020,199.14
301,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,IZAIAS RODRIGUES PENHA,13/08/2020,9,2020,199.36
302,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LUIS CARLOS MACHADO DA SILVA,24/01/2020,2,2020,199.88
303,Cartão de Pagamento do Governo Federal - CPGF,20116 - Fundo de Imprensa Nacional,110245 - FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.,NUBIA STEFANYA ANTUNES FRANCA,27/03/2020,5,2020,200.0
304,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,EDUARDO MAXIMIANO SACILLOTTO FILHO,02/09/2020,10,2020,200.07
305,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,22/07/2020,8,2020,200.4
306,Cartão de Pagamento do Governo Federal - CPGF,24208 - Instituto Nacional de Tecnologia da Informação,243001 - INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO ITI,JORGE LUIS RODRIGUES,08/10/2020,11,2020,200.6
307,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,07/03/2020,4,2020,200.7
308,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,22/10/2020,11,2020,202.33
309,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LUIS CARLOS MACHADO DA SILVA,13/07/2020,8,2020,202.38
310,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,ODIMAR RAFAEL MAIA,13/07/2020,8,2020,203.83
311,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,02/12/2019,1,2020,204.03
312,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,13/12/2019,1,2020,204.21
313,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,05/02/2020,3,2020,206.86
314,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,24/07/2020,8,2020,206.94
315,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,18/08/2020,9,2020,210.0
316,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,EDUARDO MAXIMIANO SACILLOTTO FILHO,12/08/2020,9,2020,210.05
317,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,13/02/2020,3,2020,210.63
318,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,03/07/2020,8,2020,211.43
319,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,06/10/2020,11,2020,211.72
320,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,21/02/2020,3,2020,211.9
321,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110120 - AGENCIA BRASILEIRA DE INTELIGENCIA,Sigiloso,Sem informação,8,2020,212.58
322,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LUIS CARLOS MACHADO DA SILVA,14/10/2020,11,2020,212.78
323,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,12/06/2020,7,2020,213.16
324,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,03/09/2020,10,2020,215.0
325,Cartão de Pagamento do Governo Federal - CPGF,20116 - Fundo de Imprensa Nacional,110245 - FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.,NUBIA STEFANYA ANTUNES FRANCA,24/04/2020,5,2020,219.44
326,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,05/11/2020,12,2020,220.59
327,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,14/02/2020,3,2020,221.22
328,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,ODIMAR RAFAEL MAIA,30/07/2020,9,2020,223.38
